English,Tigrigna,POS_CATEGORIES
ዘላኣለም,eternity,(n) noun
ዘሐጉስ,pleasant,(a) adjective
ዘሓለ,get colder,(v) verb
ዘሕዝን,deplorable,(a) adjective
ዘሕፍር,"shameful, ashamed",(a) adjective
ዘመረ,sing,(v) verb
ዘመተ,"steal, rob",(v) verb
ዘመናዊ,modern,(a) adjective
ዘመን,"age, epoch",(n) noun
ዘመድ,relative,(n) noun
ዘረባ,"talk, speech",(n) noun
ዘራእቲ,growing,(n) noun
ዘራፍ,giraffe,(n) noun
ዘርአ,"sow, spread",(v) verb
ዘርኢ,seed,(n) noun
ዘርኢ ለሚን,seed,(n) noun
ዘርዕድ,harsh,(a) adjective
ዘርገሐ,"unroll, unwind, exhibit",(v) verb
ዘሰንብድ,"horrible, terrible",(a) adjective
ዘስካሕክሕ,horrible,(a) adjective
ዘቃጽል,burning,(a) adjective
ዘበጠ,"beat, strike",(v) verb
ዘብዐኛ,guard,(n) noun
ዘነበ,"rain, raining",(v) verb
ዘንቢል,"basket, wastebasket",(n) noun
ዘንጊ,"stick, baton",(n) noun
ዘንጸባርቕ,"luminous, bright",(a) adjective
ዘከረ,remember,(v) verb
ዘኸታም,orphan,(n) noun
ዘወረ,"drive, conduct",(v) verb
ዘዋሪ,"driver, conductor",(n) noun
ዘዋር መስኒ,screwdriver,(n) noun
ዘዋር መኪና,chauffeur,(n) noun
ዘዋር ብሽክለታ,cyclist,(n) noun
ዘውዲ ደፍአ,crown,(v) verb
ዘየሐጉስ,"unpleasant,",(a) adjective
ዘየመስግን,"ungrateful,",(a) adjective
ዘይልሙድ,"rare, scarce, sparse",(a) adjective
ዘይሕረስ,"waste, uncultivated",(a) adjective
ዘይሕቀት መግቢ,indigestion,(n) noun
ዘይሕጉስ,"unhappy, displeased",(a) adjective
ዘይምምስጋን,ingratitude,(n) noun
ዘይምርዕዉ,"single, unmarried,",(an) adjective noun
ዘይምቕሉል,disobedient,(a) adjective
ዘይምእዛዝ,"(vn) disobey,",(uncategorized) Uncategorized
ዘይረአ,invisible,(a) adjective
ዘይበደለኛ,acquittal,(n) noun
ዘይብቑዕ,"unworthy, unfit",(a) adjective
ዘይብጹሕ,minor,(an) adjective noun
ዘይተራእየ,strange,(a) adjective
ዘይተርፍ,"inevitable, fatal",(a) adjective
ዘይተጸበኻዮ,unexpected,(a) adjective
ዘይቲ,oil,(n) noun
ዘይትዕግስቲ,impatience,(n) noun
ዘይንቀሳቐስ,"motionless,",(a) adjective
ዘይካኣል,impossible,(a) adjective
ዘይካኣልነት,impossibility,(n) noun
ዘይክእል,incapable,(a) adjective
ዘይግደስ,"careless, negligent,",(a) adjective
ዘይጎድእ,harmless,(a) adjective
ዘይጥበባዊ ሰራሕተኛ,,(n) noun
ዘይጥጣሐ,"discomfort,",(n) noun
ዘይጽምዲ ቁጽሪ,odd,(a) adjective
ዘይጽሩይ ጽብጻብ,unprocessed,(a) adjective
ዘይፍሉጥ,"unknown, strange",(a) adjective
ዘይፍታሕ,insoluble,(a) adjective
ዘደንቕ,"magnificent, wonderful,",(a) adjective
ዘገርም,"strange, bizarre",(a) adjective
ዘገዳማዊ,wild,(a) adjective
ዙረት,"walk, walking, stroll",(n) noun
ዙርያ,"surroundings,",(n) noun
ዙኪኒ,zucchini,(n) noun
ዚንጎ,zinc,(n) noun
ዚዝ በለ,"buzz, hum, ring",(v) verb
ዛላ,terrace,(n) noun
ዛሕሊ,"coolness, cold",(n) noun
ዛራ,stream,(n) noun
ዛሬባ,stream,(n) noun
ዛንታ,"story, account",(n) noun
ዛዕባ,subject,(n) noun
ዛዕዛዕታ,dew,(n) noun
ዛግራ,pheasant,(n) noun
ዜማ,chorus,(n) noun
ዜጋ,citizen,(n) noun
ዜግነት,nationality,(n) noun
ዜግነት ለወጠ,naturalize,(v) verb
ዝለዓለ,supreme,(a) adjective
ዝለዓለ ገዛኢ,sovereign,(n) noun
ዝላ,jump,(n) noun
ዝሑል,"cold, slow",(a) adjective
ዝሓለፈ,"previous, late",(a) adjective
ዝሕለት,slowness,(n) noun
ዝመስሰል,similar,(a) adjective
ዝረአ,"visible, clear",(a) adjective
ዝርርብ,"maintenance, upkeep,",(n) noun
ዝርዝር,list,(n) noun
ዝሰማማዕ,"agreeable, (n) ideal",(a) adjective
ዝስዕብ,"next, following",(a) adjective
ዝቢኢ ሹጉርቲ,green onion,(n) noun
ዝባን,"tray, surface, stage",(n) noun
ዝብላዕ,edible,(a) adjective
ዝብኢ,hyena,(n) noun
ዝተሻቐለ,"anxious, worried,",(a) adjective
ዝተቖጥቆጠ,clear,(a) adjective
ዝተዋሃሃደ,harmonious,(a) adjective
ዝተጨቓጨቑ ኣክራን,solid,(n) noun
ዝተፈለየ,"different, varied,",(a) adjective
ዝተፈልየ,different,(a) adjective
ዝተፋትሐ,divorce,(a) adjective
ዝና,"glory, reputation",(n) noun
ዝናባዊ,rainy,(a) adjective
ዝናብ,"rain, storm",(n) noun
ዝናብ መሕጸቢ,shower,(n) noun
ዝንጉዕ,"foolish, thoughtless,",(a) adjective
ዝኣኸለ,major,(a) adjective
ዝከኣል,possible,(a) adjective
ዝኸፍአ,worse,(a) adjective
ዝኽረት,memory,(n) noun
ዝዉተራ,practice,(n) noun
ዝያዳ,(adv n) more,(uncategorized) Uncategorized
ዝግኒ,spiced,(n) noun
ዝጓሃየ,upset,(a) adjective
ዝጨቀወ,muddy,(a) adjective
ዞረ,"turn, stir, toss",(v) verb
ዞባ,"area, neighbourhood,",(n) noun
ዞባ ቤት ዕዮታት,industrial area,(a) adjective
ዞባ ዕዳጋ,commercial area,(a) adjective
ዞባዊ,local,(a) adjective
የሱስ ክርስቶስ,Jesus Christ,(n) noun
የቐንየለይ,thank you,(n) noun
የእዳዎ,arms,(n) noun
ዩኒቨርስቲ,university,(n) noun
ይቕረ በለ,"excuse, forgive",(v) verb
ይቕረታ,"sorry, excuse me",(n) noun
ይቕረታ ሓተተ,apologize,(v) verb
ይግባእ,ought,(v) verb
ይግባይ,"appeal, call",(n) noun
ደሃይ,"voice, sound",(n) noun
ደለየ,"need, want, desire",(v) verb
ደልዳላ,sturdy,(a) adjective
ደሓረ,"back away, fall back,",(v) verb
ደሓነ,survive,(v) verb
ደሓን,"good, okay",(a) adjective
ደሓን ሕደር,goodnight,(interj) interjection
ደሓን መጸ,welcome,(a) adjective
ደሓን ምጽ,be welcome,(a) adjective
ደሓን ኩን,"farewell,",(interj) interjection
ደሓንዶ ሓዲርካ,"(n interj) hello,",(uncategorized) Uncategorized
ደመረ,"add, addition",(v) verb
ደመየ,bleed,(v) verb
ደማሚት,grenade,(n) noun
ደማዊ,bloody,(a) adjective
ደም,blood,(n) noun
ደም,blood,(n) noun
ደምሰሰ,"undo, take down,",(v) verb
ደምደመ,conclude,(v) verb
ደሞዝ,pay,(n) noun
ደረቐ,dry,(v) verb
ደረበ,double,(v) verb
ደረት,"limit, boundary",(n) noun
ደረት ኣልቦ,infinitely,(adv) adverb
ደረኸ,force,(v) verb
ደረዘ,"caress, cherish",(v) verb
ደረጃ,"class, level",(n) noun
ደረፈ,sing,(v) verb
ደራሲ,"author, editor, writer",(n) noun
ደራሳይ,author,(n) noun
ደራፊ,singer,(nm) noun masculine
ደራፊት,singer,(nf) noun feminine
ደርሆ,"chicken, rooster",(n) noun
ደርሆ ማይ,duck,(n) noun
ደርማስ,"gigantic, giant",(an) adjective noun
ደርቢ,"floor, story",(n) noun
ደርኩኺት,"doorstep, doorstep",(n) noun
ደርዘን,dozen,(n) noun
ደርፊ,song,(n) noun
ደሲ ሚተር,ruler,(n) noun
ደሴት,island,(n) noun
ደስ በሎ,enjoy,(v) verb
ደስታ,"joy, pleasure",(n) noun
ደቀሰ,"sleep, fall asleep, go to",(v) verb
ደቂቕ,"tiny, minuscule",(a) adjective
ደቒቕ,minute,(n) noun
ደበሰ,"console, comfort",(v) verb
ደበስ,condolence,(n) noun
ደበና,cloud,(n) noun
ደበናዊ,cloudy,(a) adjective
ደቡብ,south,(n) noun
ደብባዊ,southern,(a) adjective
ደብደበ,"bomb, bombard",(v) verb
ደብዳቤ,"mail, courier, letter",(n) noun
ደብዳብ,bombardment,(n) noun
ደነነ,"lean out, bend down",(v) verb
ደንቆሮ,"stupid, ignorant",(a) adjective
ደንደስ,shore,(n) noun
ደንገጸ,"be moved, be touched,",(v) verb
ደንጎየ,"delay, hold up",(v) verb
ደንጓዩ,latecomer,(n) noun
ደወለ,"ring, phone, telephone",(v) verb
ደው,stand,(v) verb
ደው ኣበለ,stop,(v) verb
ደውል,bell,(n) noun
ደየበ,climb,(v) verb
ደገመ,"repeat, say again",(v) verb
ደገፈ,support,(v) verb
ደጉሐ,dazzle,(v) verb
ደፈረ,dare to do,(v) verb
ደፋፍአ,rush,(v) verb
ደፍአ,push,(v) verb
ዱር,forest,(n) noun
ዱባ,pumpkin,(n) noun
ዲኖ,fur,(n) noun
ዳህሰሰ,"explore, reveal",(v) verb
ዳነየ,judge,(v) verb
ዳንጋ,"calf, leg",(n) noun
ዳኛ,judge,(n) noun
ዳይረክቶር,"head-master,",(n) noun
ዳዶ,nut,(n) noun
ድሌት,"will, wish, desire",(n) noun
ድልዱል,"thick, dense",(a) adjective
ድልድል,"dyke, bridge",(n) noun
ድሓር,afterwards,(prep) preposition
ድሕሪ ሓጺር ግዜ,after,(adv) adverb
ድሕሪ ሕጂ,now,(adv) adverb
ድሕሪት,"back, backward",(n) noun
ድሕንነት,safe and sound,(a) adjective
ድሙ,cat,(n) noun
ድሙቕ,"shiny, bright",(a) adjective
ድምር,"amount, sum",(n) noun
ድምቀት,"subtle, slight",(n) noun
ድምጺ,"voice, sound",(n) noun
ድምጻዊ,vocal,(a) adjective
ድሩቕ,"hard, dry",(a) adjective
ድራማ,drama,(n) noun
ድራማዊ,dramatic,(a) adjective
ድራር,dinner,(n) noun
ድርሰት,composition,(n) noun
ድርቂ,"dryness, drought",(n) noun
ድሮ,"(n adv) previous, already",(uncategorized) Uncategorized
ድሱት,"satisfied, content, joyful",(a) adjective
ድስቲ,pan,(n) noun
ድቃስ,sleep,(n) noun
ድቢ,bear,(n) noun
ድነ,shade,(n) noun
ድንሽ,potato,(n) noun
ድንቁርና,ignorance,(n) noun
ድንቂ,admirable,(a) adjective
ድንኩል,clump,(n) noun
ድንኪ,dwarf,(an) adjective noun
ድንኳን,tent,(n) noun
ድንጉር,confused,(a) adjective
ድንጉይ,"(n adv) lateness, late",(uncategorized) Uncategorized
ድንጋጸ,"pity, sympathy",(n) noun
ድንግል,virgin,(an) adjective noun
ድንግል ማርያም,Virgin Mary,(n) noun
ድንጽዉና,astonishment,(n) noun
ድኳን,"store, boutique",(n) noun
ድኳን መጻሕፍቲ,bookstore,(n) noun
ድኹም,"weak, fatigued,",(a) adjective
ድኹዒ,"fertilizer, manure,",(n) noun
ድኻ,poor,(a) adjective
ድኻም,"weakness, tiredness",(n) noun
ድኽነት,poverty,(n) noun
ድጋዊ,"outside, external",(a) adjective
ድግማ,repetition,(n) noun
ድፍኣተ ዘውዲ,crowning,(n) noun
ዶልሺ,cake,(n) noun
ዶልሺ ፍረታት,tart,(n) noun
ዶሮና,dust,(n) noun
ዶብ,"frontier, border",(n) noun
ዶክቶር,doctor,(n) noun
ጀለበ,row,(v) verb
ጀለብያ,dress,(n) noun
ጀመረ,"begin, start",(v) verb
ጀርበበ,overflow,(v) verb
ጀርዲን,garden,(n) noun
ጀብና,cheese,(n) noun
ጀነራል,general,(n) noun
ጀዝ,walnut,(n) noun
ጀግና,"heroic, hero",(an) adjective noun
ጀግና ጓል,heroine,(n) noun
ጁርቅና,cowardice,(n) noun
ጁባ,"pocket, vest, jacket",(n) noun
ጃህራ,claim,(n) noun
ጃንሆይ,majesty,(n) noun
ጃንጥላ,parachute,(n) noun
ጃኬት,"vest, jacket",(n) noun
ጅርመናዊ,German,(a) adjective
ጆመትሪ,"geometry,geometrician",(n) noun
ጆግራፍ,geography,(n) noun
ገሃጸ,"gnaw, eat into",(v) verb
ገለ ነገር,something,(adv) adverb
ገለለ,draw water,(v) verb
ገለርያ,"tunnel, gallery",(n) noun
ገለኳ,"anything, nothing",(adv) adverb
ገለጸ,"describe, express, voice,explain",(v) verb
ገመል,camel,(n) noun
ገመተ,guess,(v) verb
ገመድ,rope,(n) noun
ገም ኣበለ,"clap, slam",(v) verb
ገምታ,"slam, chattering",(n) noun
ገምገም,"coast, edge",(n) noun
ገምገም ባሕሪ,beach,(n) noun
ገምጋም,calculation,(n) noun
ገረበ ጽግረዳ,rose bush,(n) noun
ገረብ,tree,(n) noun
ገረብ ለሚን,lemon-tree,(n) noun
ገረብ ብርትኳን,orange tree,(n) noun
ገረብ ቸስትናት,chestnut-tree,(n) noun
ገራድ ብርሃን,"lampshade, sun-blind,",(n) noun
ገርሂ,naive,(a) adjective
ገሸ,travel,(v) verb
ገበላ,boathouse,(n) noun
ገበረ,"make, do, perform, act,",(v) verb
ገበነኛ,"criminal, guilty",(a) adjective
ገበናዊ,penal,(a) adjective
ገበን,crime,(n) noun
ገባር ሰናይ,benefactor,(n) noun
ገነታዊ,heavenly,(a) adjective
ገነት,paradise,(n) noun
ገንዘብ,money,(n) noun
ገንጸለ,"unroll, unfold",(v) verb
ገዓረ,"howl, roar, bawl",(v) verb
ገዓዘ,"move everything out,",(v) verb
ገዚፍ,"big, large",(a) adjective
ገዛ,"house, home",(n) noun
ገዛ ማንቲለ,rabbit hutch,(n) noun
ገዛ ኸልቢ,"kennel, dog house",(n) noun
ገዛ ዑፍ,nest,(n) noun
ገዛ ዑፍ ሰርሐ,nest,(v) verb
ገዝአ,"rule, control, reign",(v) verb
ገያሻይ,"traveller, passenger",(n) noun
ገደፈ,"leave, abandon",(v) verb
ገዳም,"convent, monastery",(n) noun
ገጠራዊ,rural,(a) adjective
ገጠር,countryside,(n) noun
ገጽ,"face, page",(n) noun
ገጽ መሬት,landscape,(n) noun
ገጽ ሰዓት,dial,(n) noun
ገጽ ንገጽ,face to face,(adv) adverb
ገፈፈ,fish for,(v) verb
ገፊሕ,wide,(a) adjective
ገፊሕ ጎደና,boulevard,(n) noun
ገፋፍ ዓሳ,fisher,(n) noun
ጉሁይ,sad,(a) adjective
ጉላ,ant-hill,(n) noun
ጉልባብ,shawl,(n) noun
ጉልባብ ቀልዐ,take off one's,(v) verb
ጉራዶ,sword,(n) noun
ጉርብትና,"neighbourhood,",(n) noun
ጉቡእ,duty,(n) noun
ጉባኤ,"assembly, meeting,",(n) noun
ጉብዝና,"adolescence, youth",(n) noun
ጉንበት,May,(n) noun
ጉንጓ,owl,(n) noun
ጉንጪ,cheek,(n) noun
ጉዕ,green pepper,(n) noun
ጉዕዞ,"distance, journey, trip",(n) noun
ጉዚ,fraction,(n) noun
ጉዳል,"lack, shortage",(n) noun
ጉዳይ,"business, matter, case",(n) noun
ጉድለት,"fault, error, mistake",(n) noun
ጉድኣት,"damage, injury, hurt",(n) noun
ጉድጓድ,"pit, hole, ditch, trench",(n) noun
ጉድጓድ ውኻርዋያ,rabbit hole,(n) noun
ጉጅለ,group,(n) noun
ጉጅለ ኣግራብ,grove,(n) noun
ጉጅለ ዘመርቲ,"choir, chorus",(n) noun
ጋህሲ,"well, shaft",(n) noun
ጋህዲ,frankness,(n) noun
ጋብላ,"basin, artificial lake",(n) noun
ጋብያ,cage,(n) noun
ጋንታ,team,(n) noun
ጋንጽላ,shadow,(n) noun
ጋንጽላ መንርከብ,sailing ship,(n) noun
ጋዜጠኛ,journalist,(n) noun
ጋዜጣ,"journal, newspaper",(n) noun
ጋዜጣዊ መግለጺ,press release,(n) noun
ጋዝ,gas,(n) noun
ጌና,"still, yet, but",(adv) adverb
ጌጋ,"(na) error, mistake",(uncategorized) Uncategorized
ግላዕ,block,(n) noun
ግመ,"fog, smog",(n) noun
ግማዊ,"foggy, hazy",(a) adjective
ግምት,"estimate, (v) estimate",(n) noun
ግምጥልሽ,reverse,(n) noun
ግሩም,"magnificent,",(an) adjective noun
ግራም,gram,(n) noun
ግርምብያለ,apron,(n) noun
ግርጭት,contradiction,(n) noun
ግርጻን,gums,(n) noun
ግብሪ,"tax, duty, taxation",(n) noun
ግብራዊ,actively,(a) adjective
ግብራዊ,practical,(a) adjective
ግብጃ,reception,(n) noun
ግብጣን,captain,(n) noun
ግና,"but, however",(con) conjunction
ግናይ,"ugly, nasty, unpleasant",(a) adjective
ግን,"but, however",(con) conjunction
ግንባር,forehead,(n) noun
ግንቦ እግሪ,ankle,(n) noun
ግዋንቲ,glove,(n) noun
ግዙእ,colonize,(a) adjective
ግዙፍ,"enormous, huge",(a) adjective
ግዚያዊ,"momentary,",(a) adjective
ግዜ,time,(n) noun
ግዜ ዕረፍቲ,"leisure, spare time",(n) noun
ግዝኣት,"territory, colony,kingdom, domain",(n) noun
ግዳይ,victim,(n) noun
ግዴታ,kindness,(n) noun
ግድል,"problem, puzzle",(n) noun
ግድሞ,horizontal,(a) adjective
ግድብ,barring,(n) noun
ግድነታዊ,essential,(a) adjective
ግድነት,inevitably,(adv) adverb
ግጥሚ,"poetry, poem",(n) noun
ግጥም,match,(n) noun
ግፍሓት,width,(n) noun
ጎልበበ,"cover up, conceal",(v) verb
ጎልጉል,"field, ground",(n) noun
ጎሎ,hips,(n) noun
ጎማ,tire,(n) noun
ጎረቤት,neighbouring,(an) adjective noun
ጎራሕ,"cunning, smart, clever",(a) adjective
ጎሮሮ,"throat, neck",(n) noun
ጎበዝ,"young, youth, younger",(an) adjective noun
ጎበጠ,yield,(v) verb
ጎባዊ,"mountainous, hilly",(a) adjective
ጎብየ,"turtle, tortoise",(n) noun
ጎቦ,mountain,(n) noun
ጎነጸ,knock,(v) verb
ጎነጻዊ,violent,(a) adjective
ጎነጽ,"violence, force",(n) noun
ጎና,skirt,(n) noun
ጎንጺ,"knock, hit, clash",(n) noun
ጎዘየ,"carve, cut up",(v) verb
ጎየየ,"run, race, flow",(v) verb
ጎያዩ,runner,(n) noun
ጎይታ,lord,(n) noun
ጎይትነት,nobility,(n) noun
ጎደለ,be absent,(v) verb
ጎደሎ,"(a adv) lesser, the least, the slightest, less",(uncategorized) Uncategorized
ጎደቦ,"suburbs, outskirts",(n) noun
ጎደና,street,(n) noun
ጎዲም,"obtuse, dull",(a) adjective
ጎዲም መስማር,rivet,(n) noun
ጎድአ,"injure, wound, hurt,",(v) verb
ጎጅለ,"group, gather, cluster",(v) verb
ጎጆ ንህቢ,beehive,(n) noun
ጐየየ,run,(v) verb
ጐደለ,decline,(v) verb
ጐድአ,hurt,(v) verb
ጐጐ,flat round unleavened home made bread,(n) noun
ጒዕ,jalapeño,(n) noun
ጓሂ,sadness,(n) noun
ጓህሪ,embers,(n) noun
ጓል,"daughter, girl,",(n) noun
ጓል ሓብቲ,niece (sister),(n) noun
ጓል ሓትነ,cousin (mother's sister),(n) noun
ጓል ሓወቦ,cousin (father's brother),(n) noun
ጓል ሓዊ,niece (brother),(n) noun
ጓል ሓው,niece (brother),(n) noun
ጓል ሕድርትና,fairy,(n) noun
ጓል ብልግና,godchild,(n) noun
ጓል ንጉስ,princess,(n) noun
ጓል ኣሞ,cousin (father's sister),(n) noun
ጓል ኣኮ,cousin (mother's brother),(n) noun
ጓል ክፍሊ,classmate (female),(n) noun
ጓል ወዲ,granddaughter,(n) noun
ጓል ጓል,granddaughter,(n) noun
ጓሰየ,"keep, preserve, mind, look after",(v) verb
ጓሳ,shepherd,(n) noun
ጓንተራ,"tray, plateau",(n) noun
ጠለበ,"(vn) request, require",(uncategorized) Uncategorized
ጠለፈ,embroider,(v) verb
ጠሊ,"moisture, humidity",(n) noun
ጠሓለ,"sink, drown",(v) verb
ጠሓነ,grind,(v) verb
ጠሓኒ,miller,(n) noun
ጠሓኒት,mill,(n) noun
ጠመረ,"tie, bind",(v) verb
ጠመተ,"see, observe, look at,watch",(v) verb
ጠረሸ,"terminate, end, finish,complete",(v) verb
ጠረጰዛ,desk,(n) noun
ጠርነፈ,"gather, pick up",(v) verb
ጠርዐ,complain,(v) verb
ጠርጠረ,suspect,(v) verb
ጠስሚ,butter,(n) noun
ጠቐመ,profit,(v) verb
ጠቐር ዘጽሪ,chimney sweep,(n) noun
ጠቐሰ,refer,(v) verb
ጠቕላላ,total,(n) noun
ጠበቐ,cling to,(v) verb
ጠበቓ,"attorney, lawyer,counsel, counsellor",(n) noun
ጠበቕ,lizard,(n) noun
ጠበንጃ,"rifle, gun",(n) noun
ጠባይ,patient,(n) noun
ጠብሐ,"operate, do",(v) verb
ጠንቂ,"cause, reason",(n) noun
ጠንቂ ኮነ,cause,(v) verb
ጠወየ,"turn, twist",(v) verb
ጠዓመ,taste,(v) verb
ጠዓሞት,snack,(n) noun
ጠዓየ,"recover, be restored,return",(v) verb
ጠጠ ኣበለ,"park, dock",(v) verb
ጠጠው,"upright, standing",(adv) adverb
ጠጠው በለ,"stop, pause, cease",(v) verb
ጠጠዐ,"push, shove, jostle",(v) verb
ጠጥዒ,"bud, pimple",(n) noun
ጠፍአ,"disappear, vanish",(v) verb
ጡብ,breast,(n) noun
ጡጥ,"cotton, wool",(n) noun
ጡፍ በለ,spit,(v) verb
ጣላዕ,card game,(n) noun
ጣልቃ ኣተወ,intervene,(v) verb
ጣሻ,thicket,(n) noun
ጣቓ,thick fog,(n) noun
ጣቕዒት,applause,(n) noun
ጣንጡ,mosquito,(n) noun
ጣውላ,table,(n) noun
ጣዐሚ,"taste, luxury",(n) noun
ጣዕሳ,"regret, remorse",(n) noun
ጣፍ,teff,(n) noun
ጤል,goat,(n) noun
ጤል ኣደይ ማርያም,grasshopper,(n) noun
ጥሙይ,hungry,(a) adjective
ጥማር,"tie, bunch, bouquet",(an) adjective noun
ጥሜት,hunger,(n) noun
ጥምቀት,baptism,(n) noun
ጥረ,"gross, crude, rude, crass",(a) adjective
ጥሩምበኛታት,brass band,(n) noun
ጥሩምባ,"trumpet, trumpeter",(n) noun
ጥሪ,January,(n) noun
ጥራዝ,notebook,(n) noun
ጥራይ,"merely, only",(adv) adverb
ጥርሑ,empty,(a) adjective
ጥርሑ ኣውጽኦ,"undress, strip -",(v) verb
ጥርሕ ወጽአ,undress oneself,(v) verb
ጥርሙዝ,"bottle, flask",(n) noun
ጥርሙዝ ቀለም,ink-well,(n) noun
ጥርቡሽ,helmet,(n) noun
ጥርዓን,"complaint, objection",(n) noun
ጥርዙዝ,"stiff, straight",(a) adjective
ጥርዚ,crest,(n) noun
ጥርጠራ,hesitation,(n) noun
ጥርጡር,suspect,(v) verb
ጥርጣረ,distrust,(n) noun
ጥርጥር,"doubt, suspicion",(n) noun
ጥሮታ,"retreat, retirement",(n) noun
ጥቅምቲ,October,(n) noun
ጥቓ,"(adv n) vicinity, near, close",(uncategorized) Uncategorized
ጥቕላል ባኮ,"package, pack,",(n) noun
ጥቕዓት,crisis,(n) noun
ጥበበኛ,"artist, dexterous",(n) noun
ጥበባዊ,"artistic, able",(a) adjective
ጥበብ,"art, ability",(n) noun
ጥቡስ ስጋ,roast,(n) noun
ጥብሲ,grilled meat,(n) noun
ጥብቀት,attachment,(n) noun
ጥንቁቕ,attentive,(a) adjective
ጥንቃቐ,"carefulness, prudence,attention, precaution",(n) noun
ጥንቲ,antiquity,(n) noun
ጥንታዊ,"antique, ancient, old,past",(a) adjective
ጥዉይ,curved,(a) adjective
ጥዑም,"good, nice",(a) adjective
ጥዑይ,healthy,(a) adjective
ጥዕና,health,(n) noun
ጥይት,bullet,(n) noun
ጥፍኣት,disappearance,(n) noun
ጥፍጣፍ,saliva,(n) noun
ጨመተ,aim at,(v) verb
ጨረሰ,finish,(v) verb
ጨራጽ ጠርቂ,"piece, part",(n) noun
ጨርቂ,"rag, scrap",(n) noun
ጨቃው,"blurred, muddy",(a) adjective
ጨብጨብታ,applause,(n) noun
ጨነወ,smell,(v) verb
ጨና,"odour, scent",(n) noun
ጨንገር,twig,(n) noun
ጨንፈር,branch,(n) noun
ጨንፈር ስራሕ,service,(n) noun
