English,Tigrigna,POS_CATEGORIES,POS,MorphFeatures
"restrict, prevent, warn",ዓገተ,(v) verb,verb,none
"close, shut, lock up",ዓጸወ,(v) verb,verb,none
mow down,ዓጸደ,(v) verb,verb,none
"fold, bend",ዓጸፈ,(v) verb,verb,none
"bone, bones",ዓጽሚ,(n) noun,noun,none
date,ዕለት,(n) noun,noun,none
date,ዕለት ገበረ,(v) verb,verb,none
"target, aim, goal",ዕላማ,(n) noun,noun,none
flood,ዕልቅቕልቕ,(n) noun,noun,none
task,ዕማም,(n) noun,noun,none
depth,ዕምቆት,(n) noun,noun,none
"flower, blossom",ዕምባባ,(n) noun,noun,none
"fist, punch",ዕምኮ,(n) noun,noun,none
"rest, relaxation",ዕረፍቲ,(n) noun,noun,none
"friendly, association",ዕርክነታዊ,(a) adjective,adjective,none
wall,ዕርዲ,(n) noun,noun,none
"not know, ignore",ዕሽሽ በለ,(v) verb,verb,none
"economy, economics",ዕቃበ,(n) noun,noun,none
puddle,ዕቋር ማይ,(n) noun,noun,none
favourite,ዕቑብ,(n) noun,noun,none
size,ዕብየት,(n) noun,noun,none
"serious, grave",ዕተብ,(a) adjective,adjective,none
serious,ዕቱብ,(a) adjective,adjective,none
pot,ዕትሮ,(n) noun,noun,none
pearl,ዕንቍ,(n) noun,noun,none
"devastate, desolation,",ዕንወት,(n) noun,noun,none
bumblebee,ዕንዛርያ,(n) noun,noun,none
"winner, victor",ዕዉት,(a) adjective,adjective,none
"exercise, work",ዕዮ,(n) noun,noun,none
house work,ዕዮ ገዛ,(n) noun,noun,none
"distribution, delivery",ዕደላ,(n) noun,noun,none
guest,ዕዲም,(n) noun,noun,none
"bazaar, fair",ዕዳጋ,(n) noun,noun,none
"chance, luck, fortune",ዕድል,(n) noun,noun,none
destiny,ዕድልነት,(n) noun,noun,none
agitation,ዕግርግር,(n) noun,noun,none
"wrinkled, crumple",ዕጣር,(an) adjective noun,adjective,noun-derived
uniform,ዕጥቂ,(n) noun,noun,none
lot,ዕጫ,(n) noun,noun,none
"closed, shut",ዕጽዉ,(a) adjective,adjective,none
corn,ዕፉን,(n) noun,noun,none
pleasant,ዘሐጉስ,(a) adjective,adjective,none
get colder,ዘሓለ,(v) verb,verb,none
deplorable,ዘሕዝን,(a) adjective,adjective,none
"shameful, ashamed",ዘሕፍር,(a) adjective,adjective,none
sing,ዘመረ,(v) verb,verb,none
"steal, rob",ዘመተ,(v) verb,verb,none
modern,ዘመናዊ,(a) adjective,adjective,none
"age, epoch",ዘመን,(n) noun,noun,none
"talk, speech",ዘረባ,(n) noun,noun,none
growing,ዘራእቲ,(n) noun,noun,none
"sow, spread",ዘርአ,(v) verb,verb,none
seed,ዘርኢ,(n) noun,noun,none
seed,ዘርኢ ለሚን,(n) noun,noun,none
harsh,ዘርዕድ,(a) adjective,adjective,none
"unroll, unwind, exhibit",ዘርገሐ,(v) verb,verb,none
"horrible, terrible",ዘሰንብድ,(a) adjective,adjective,none
horrible,ዘስካሕክሕ,(a) adjective,adjective,none
"beat, strike",ዘበጠ,(v) verb,verb,none
guard,ዘብዐኛ,(n) noun,noun,none
"rain, raining",ዘነበ,(v) verb,verb,none
"basket, wastebasket",ዘንቢል,(n) noun,noun,none
"stick, baton",ዘንጊ,(n) noun,noun,none
"luminous, bright",ዘንጸባርቕ,(a) adjective,adjective,none
"drive, conduct",ዘወረ,(v) verb,verb,none
"driver, conductor",ዘዋሪ,(n) noun,noun,none
crown,ዘውዲ ደፍአ,(v) verb,verb,none
"unpleasant,",ዘየሐጉስ,(a) adjective,adjective,none
"ungrateful,",ዘየመስግን,(a) adjective,adjective,none
"rare, scarce, sparse",ዘይልሙድ,(a) adjective,adjective,none
"waste, uncultivated",ዘይሕረስ,(a) adjective,adjective,none
"unhappy, displeased",ዘይሕጉስ,(a) adjective,adjective,none
"single, unmarried,",ዘይምርዕዉ,(an) adjective noun,adjective,noun-derived
"(vn) disobey,",ዘይምእዛዝ,(uncategorized) Uncategorized,uncategorized,none
acquittal,ዘይበደለኛ,(n) noun,noun,none
"unworthy, unfit",ዘይብቑዕ,(a) adjective,adjective,none
minor,ዘይብጹሕ,(an) adjective noun,adjective,noun-derived
strange,ዘይተራእየ,(a) adjective,adjective,none
"inevitable, fatal",ዘይተርፍ,(a) adjective,adjective,none
impatience,ዘይትዕግስቲ,(n) noun,noun,none
"motionless,",ዘይንቀሳቐስ,(a) adjective,adjective,none
"careless, negligent,",ዘይግደስ,(a) adjective,adjective,none
,ዘይጥበባዊ ሰራሕተኛ,(n) noun,noun,none
"discomfort,",ዘይጥጣሐ,(n) noun,noun,none
unprocessed,ዘይጽሩይ ጽብጻብ,(a) adjective,adjective,none
"unknown, strange",ዘይፍሉጥ,(a) adjective,adjective,none
"magnificent, wonderful,",ዘደንቕ,(a) adjective,adjective,none
"strange, bizarre",ዘገርም,(a) adjective,adjective,none
wild,ዘገዳማዊ,(a) adjective,adjective,none
"walk, walking, stroll",ዙረት,(n) noun,noun,none
"surroundings,",ዙርያ,(n) noun,noun,none
zucchini,ዙኪኒ,(n) noun,noun,none
"buzz, hum, ring",ዚዝ በለ,(v) verb,verb,none
terrace,ዛላ,(n) noun,noun,none
"coolness, cold",ዛሕሊ,(n) noun,noun,none
stream,ዛሬባ,(n) noun,noun,none
"story, account",ዛንታ,(n) noun,noun,none
pheasant,ዛግራ,(n) noun,noun,none
naturalize,ዜግነት ለወጠ,(v) verb,verb,none
sovereign,ዝለዓለ ገዛኢ,(n) noun,noun,none
"cold, slow",ዝሑል,(a) adjective,adjective,none
"previous, late",ዝሓለፈ,(a) adjective,adjective,none
"visible, clear",ዝረአ,(a) adjective,adjective,none
"maintenance, upkeep,",ዝርርብ,(n) noun,noun,none
"agreeable, (n) ideal",ዝሰማማዕ,(a) adjective,adjective,none
"next, following",ዝስዕብ,(a) adjective,adjective,none
"tray, surface, stage",ዝባን,(n) noun,noun,none
edible,ዝብላዕ,(a) adjective,adjective,none
"anxious, worried,",ዝተሻቐለ,(a) adjective,adjective,none
clear,ዝተቖጥቆጠ,(a) adjective,adjective,none
harmonious,ዝተዋሃሃደ,(a) adjective,adjective,none
solid,ዝተጨቓጨቑ ኣክራን,(n) noun,noun,none
"different, varied,",ዝተፈለየ,(a) adjective,adjective,none
divorce,ዝተፋትሐ,(a) adjective,adjective,none
"glory, reputation",ዝና,(n) noun,noun,none
rainy,ዝናባዊ,(a) adjective,adjective,none
"rain, storm",ዝናብ,(n) noun,noun,none
shower,ዝናብ መሕጸቢ,(n) noun,noun,none
"foolish, thoughtless,",ዝንጉዕ,(a) adjective,adjective,none
major,ዝኣኸለ,(a) adjective,adjective,none
practice,ዝዉተራ,(n) noun,noun,none
(adv n) more,ዝያዳ,(uncategorized) Uncategorized,uncategorized,none
spiced,ዝግኒ,(n) noun,noun,none
upset,ዝጓሃየ,(a) adjective,adjective,none
muddy,ዝጨቀወ,(a) adjective,adjective,none
"turn, stir, toss",ዞረ,(v) verb,verb,none
"area, neighbourhood,",ዞባ,(n) noun,noun,none
industrial area,ዞባ ቤት ዕዮታት,(a) adjective,adjective,none
commercial area,ዞባ ዕዳጋ,(a) adjective,adjective,none
university,ዩኒቨርስቲ,(n) noun,noun,none
"excuse, forgive",ይቕረ በለ,(v) verb,verb,none
"sorry, excuse me",ይቕረታ,(n) noun,noun,none
"appeal, call",ይግባይ,(n) noun,noun,none
"voice, sound",ደሃይ,(n) noun,noun,none
"need, want, desire",ደለየ,(v) verb,verb,none
sturdy,ደልዳላ,(a) adjective,adjective,none
"back away, fall back,",ደሓረ,(v) verb,verb,none
"good, okay",ደሓን,(a) adjective,adjective,none
be welcome,ደሓን ምጽ,(a) adjective,adjective,none
"farewell,",ደሓን ኩን,(interj) interjection,interjection,none
"(n interj) hello,",ደሓንዶ ሓዲርካ,(uncategorized) Uncategorized,uncategorized,none
"add, addition",ደመረ,(v) verb,verb,none
grenade,ደማሚት,(n) noun,noun,none
"undo, take down,",ደምሰሰ,(v) verb,verb,none
conclude,ደምደመ,(v) verb,verb,none
pay,ደሞዝ,(n) noun,noun,none
dry,ደረቐ,(v) verb,verb,none
"limit, boundary",ደረት,(n) noun,noun,none
infinitely,ደረት ኣልቦ,(adv) adverb,adverb,none
force,ደረኸ,(v) verb,verb,none
"caress, cherish",ደረዘ,(v) verb,verb,none
"class, level",ደረጃ,(n) noun,noun,none
"author, editor, writer",ደራሲ,(n) noun,noun,none
author,ደራሳይ,(n) noun,noun,none
"chicken, rooster",ደርሆ,(n) noun,noun,none
"gigantic, giant",ደርማስ,(an) adjective noun,adjective,noun-derived
"floor, story",ደርቢ,(n) noun,noun,none
"doorstep, doorstep",ደርኩኺት,(n) noun,noun,none
ruler,ደሲ ሚተር,(n) noun,noun,none
"joy, pleasure",ደስታ,(n) noun,noun,none
"sleep, fall asleep, go to",ደቀሰ,(v) verb,verb,none
"tiny, minuscule",ደቂቕ,(a) adjective,adjective,none
"console, comfort",ደበሰ,(v) verb,verb,none
"bomb, bombard",ደብደበ,(v) verb,verb,none
"mail, courier, letter",ደብዳቤ,(n) noun,noun,none
"lean out, bend down",ደነነ,(v) verb,verb,none
"stupid, ignorant",ደንቆሮ,(a) adjective,adjective,none
"be moved, be touched,",ደንገጸ,(v) verb,verb,none
"delay, hold up",ደንጎየ,(v) verb,verb,none
"ring, phone, telephone",ደወለ,(v) verb,verb,none
bell,ደውል,(n) noun,noun,none
"repeat, say again",ደገመ,(v) verb,verb,none
dazzle,ደጉሐ,(v) verb,verb,none
rush,ደፋፍአ,(v) verb,verb,none
forest,ዱር,(n) noun,noun,none
fur,ዲኖ,(n) noun,noun,none
"explore, reveal",ዳህሰሰ,(v) verb,verb,none
judge,ዳነየ,(v) verb,verb,none
"calf, leg",ዳንጋ,(n) noun,noun,none
judge,ዳኛ,(n) noun,noun,none
"head-master,",ዳይረክቶር,(n) noun,noun,none
nut,ዳዶ,(n) noun,noun,none
"will, wish, desire",ድሌት,(n) noun,noun,none
"thick, dense",ድልዱል,(a) adjective,adjective,none
"dyke, bridge",ድልድል,(n) noun,noun,none
now,ድሕሪ ሕጂ,(adv) adverb,adverb,none
"back, backward",ድሕሪት,(n) noun,noun,none
safe and sound,ድሕንነት,(a) adjective,adjective,none
"shiny, bright",ድሙቕ,(a) adjective,adjective,none
"amount, sum",ድምር,(n) noun,noun,none
"subtle, slight",ድምቀት,(n) noun,noun,none
"voice, sound",ድምጺ,(n) noun,noun,none
vocal,ድምጻዊ,(a) adjective,adjective,none
"hard, dry",ድሩቕ,(a) adjective,adjective,none
"dryness, drought",ድርቂ,(n) noun,noun,none
"(n adv) previous, already",ድሮ,(uncategorized) Uncategorized,uncategorized,none
"satisfied, content, joyful",ድሱት,(a) adjective,adjective,none
shade,ድነ,(n) noun,noun,none
tent,ድንኳን,(n) noun,noun,none
"(n adv) lateness, late",ድንጉይ,(uncategorized) Uncategorized,uncategorized,none
"pity, sympathy",ድንጋጸ,(n) noun,noun,none
"store, boutique",ድኳን,(n) noun,noun,none
"weak, fatigued,",ድኹም,(a) adjective,adjective,none
"fertilizer, manure,",ድኹዒ,(n) noun,noun,none
poor,ድኻ,(a) adjective,adjective,none
"weakness, tiredness",ድኻም,(n) noun,noun,none
"outside, external",ድጋዊ,(a) adjective,adjective,none
repetition,ድግማ,(n) noun,noun,none
"frontier, border",ዶብ,(n) noun,noun,none
doctor,ዶክቶር,(n) noun,noun,none
row,ጀለበ,(v) verb,verb,none
"begin, start",ጀመረ,(v) verb,verb,none
overflow,ጀርበበ,(v) verb,verb,none
cheese,ጀብና,(n) noun,noun,none
walnut,ጀዝ,(n) noun,noun,none
"heroic, hero",ጀግና,(an) adjective noun,adjective,noun-derived
heroine,ጀግና ጓል,(n) noun,noun,none
cowardice,ጁርቅና,(n) noun,noun,none
"pocket, vest, jacket",ጁባ,(n) noun,noun,none
claim,ጃህራ,(n) noun,noun,none
majesty,ጃንሆይ,(n) noun,noun,none
"vest, jacket",ጃኬት,(n) noun,noun,none
"geometry,geometrician",ጆመትሪ,(n) noun,noun,none
"gnaw, eat into",ገሃጸ,(v) verb,verb,none
"tunnel, gallery",ገለርያ,(n) noun,noun,none
"anything, nothing",ገለኳ,(adv) adverb,adverb,none
"describe, express, voice,explain",ገለጸ,(v) verb,verb,none
"clap, slam",ገም ኣበለ,(v) verb,verb,none
"slam, chattering",ገምታ,(n) noun,noun,none
"coast, edge",ገምገም,(n) noun,noun,none
lemon-tree,ገረብ ለሚን,(n) noun,noun,none
chestnut-tree,ገረብ ቸስትናት,(n) noun,noun,none
"lampshade, sun-blind,",ገራድ ብርሃን,(n) noun,noun,none
"make, do, perform, act,",ገበረ,(v) verb,verb,none
"criminal, guilty",ገበነኛ,(a) adjective,adjective,none
benefactor,ገባር ሰናይ,(n) noun,noun,none
paradise,ገነት,(n) noun,noun,none
money,ገንዘብ,(n) noun,noun,none
"unroll, unfold",ገንጸለ,(v) verb,verb,none
"howl, roar, bawl",ገዓረ,(v) verb,verb,none
"move everything out,",ገዓዘ,(v) verb,verb,none
"big, large",ገዚፍ,(a) adjective,adjective,none
"house, home",ገዛ,(n) noun,noun,none
"kennel, dog house",ገዛ ኸልቢ,(n) noun,noun,none
"rule, control, reign",ገዝአ,(v) verb,verb,none
"traveller, passenger",ገያሻይ,(n) noun,noun,none
"leave, abandon",ገደፈ,(v) verb,verb,none
"convent, monastery",ገዳም,(n) noun,noun,none
"face, page",ገጽ,(n) noun,noun,none
landscape,ገጽ መሬት,(n) noun,noun,none
dial,ገጽ ሰዓት,(n) noun,noun,none
ant-hill,ጉላ,(n) noun,noun,none
shawl,ጉልባብ,(n) noun,noun,none
take off one's,ጉልባብ ቀልዐ,(v) verb,verb,none
sword,ጉራዶ,(n) noun,noun,none
"neighbourhood,",ጉርብትና,(n) noun,noun,none
"assembly, meeting,",ጉባኤ,(n) noun,noun,none
"adolescence, youth",ጉብዝና,(n) noun,noun,none
cheek,ጉንጪ,(n) noun,noun,none
"distance, journey, trip",ጉዕዞ,(n) noun,noun,none
fraction,ጉዚ,(n) noun,noun,none
"lack, shortage",ጉዳል,(n) noun,noun,none
"business, matter, case",ጉዳይ,(n) noun,noun,none
"fault, error, mistake",ጉድለት,(n) noun,noun,none
"damage, injury, hurt",ጉድኣት,(n) noun,noun,none
"pit, hole, ditch, trench",ጉድጓድ,(n) noun,noun,none
rabbit hole,ጉድጓድ ውኻርዋያ,(n) noun,noun,none
grove,ጉጅለ ኣግራብ,(n) noun,noun,none
"choir, chorus",ጉጅለ ዘመርቲ,(n) noun,noun,none
"well, shaft",ጋህሲ,(n) noun,noun,none
frankness,ጋህዲ,(n) noun,noun,none
"basin, artificial lake",ጋብላ,(n) noun,noun,none
shadow,ጋንጽላ,(n) noun,noun,none
"journal, newspaper",ጋዜጣ,(n) noun,noun,none
"still, yet, but",ጌና,(adv) adverb,adverb,none
"(na) error, mistake",ጌጋ,(uncategorized) Uncategorized,uncategorized,none
block,ግላዕ,(n) noun,noun,none
"fog, smog",ግመ,(n) noun,noun,none
"foggy, hazy",ግማዊ,(a) adjective,adjective,none
"estimate, (v) estimate",ግምት,(n) noun,noun,none
"magnificent,",ግሩም,(an) adjective noun,adjective,noun-derived
"tax, duty, taxation",ግብሪ,(n) noun,noun,none
actively,ግብራዊ,(a) adjective,adjective,none
reception,ግብጃ,(n) noun,noun,none
captain,ግብጣን,(n) noun,noun,none
"but, however",ግና,(con) conjunction,conjunction,none
"ugly, nasty, unpleasant",ግናይ,(a) adjective,adjective,none
"but, however",ግን,(con) conjunction,conjunction,none
ankle,ግንቦ እግሪ,(n) noun,noun,none
"enormous, huge",ግዙፍ,(a) adjective,adjective,none
"momentary,",ግዚያዊ,(a) adjective,adjective,none
time,ግዜ,(n) noun,noun,none
"leisure, spare time",ግዜ ዕረፍቲ,(n) noun,noun,none
"territory, colony,kingdom, domain",ግዝኣት,(n) noun,noun,none
kindness,ግዴታ,(n) noun,noun,none
"problem, puzzle",ግድል,(n) noun,noun,none
"poetry, poem",ግጥሚ,(n) noun,noun,none
match,ግጥም,(n) noun,noun,none
width,ግፍሓት,(n) noun,noun,none
"cover up, conceal",ጎልበበ,(v) verb,verb,none
"field, ground",ጎልጉል,(n) noun,noun,none
"cunning, smart, clever",ጎራሕ,(a) adjective,adjective,none
"throat, neck",ጎሮሮ,(n) noun,noun,none
"young, youth, younger",ጎበዝ,(an) adjective noun,adjective,noun-derived
yield,ጎበጠ,(v) verb,verb,none
"mountainous, hilly",ጎባዊ,(a) adjective,adjective,none
"turtle, tortoise",ጎብየ,(n) noun,noun,none
knock,ጎነጸ,(v) verb,verb,none
violent,ጎነጻዊ,(a) adjective,adjective,none
"violence, force",ጎነጽ,(n) noun,noun,none
"knock, hit, clash",ጎንጺ,(n) noun,noun,none
"carve, cut up",ጎዘየ,(v) verb,verb,none
"run, race, flow",ጎየየ,(v) verb,verb,none
be absent,ጎደለ,(v) verb,verb,none
"(a adv) lesser, the least, the slightest, less",ጎደሎ,(uncategorized) Uncategorized,uncategorized,none
"suburbs, outskirts",ጎደቦ,(n) noun,noun,none
"obtuse, dull",ጎዲም,(a) adjective,adjective,none
rivet,ጎዲም መስማር,(n) noun,noun,none
"injure, wound, hurt,",ጎድአ,(v) verb,verb,none
"group, gather, cluster",ጎጅለ,(v) verb,verb,none
run,ጐየየ,(v) verb,verb,none
decline,ጐደለ,(v) verb,verb,none
flat round unleavened home made bread,ጐጐ,(n) noun,noun,none
jalapeño,ጒዕ,(n) noun,noun,none
embers,ጓህሪ,(n) noun,noun,none
"daughter, girl,",ጓል,(n) noun,noun,none
cousin (mother's sister),ጓል ሓትነ,(n) noun,noun,none
cousin (father's brother),ጓል ሓወቦ,(n) noun,noun,none
niece (brother),ጓል ሓው,(n) noun,noun,none
fairy,ጓል ሕድርትና,(n) noun,noun,none
cousin (father's sister),ጓል ኣሞ,(n) noun,noun,none
cousin (mother's brother),ጓል ኣኮ,(n) noun,noun,none
classmate (female),ጓል ክፍሊ,(n) noun,noun,none
granddaughter,ጓል ወዲ,(n) noun,noun,none
granddaughter,ጓል ጓል,(n) noun,noun,none
"keep, preserve, mind, look after",ጓሰየ,(v) verb,verb,none
"tray, plateau",ጓንተራ,(n) noun,noun,none
"(vn) request, require",ጠለበ,(uncategorized) Uncategorized,uncategorized,none
embroider,ጠለፈ,(v) verb,verb,none
"moisture, humidity",ጠሊ,(n) noun,noun,none
"sink, drown",ጠሓለ,(v) verb,verb,none
miller,ጠሓኒ,(n) noun,noun,none
mill,ጠሓኒት,(n) noun,noun,none
"tie, bind",ጠመረ,(v) verb,verb,none
"see, observe, look at,watch",ጠመተ,(v) verb,verb,none
"terminate, end, finish,complete",ጠረሸ,(v) verb,verb,none
"gather, pick up",ጠርነፈ,(v) verb,verb,none
complain,ጠርዐ,(v) verb,verb,none
profit,ጠቐመ,(v) verb,verb,none
refer,ጠቐሰ,(v) verb,verb,none
"attorney, lawyer,counsel, counsellor",ጠበቓ,(n) noun,noun,none
lizard,ጠበቕ,(n) noun,noun,none
"rifle, gun",ጠበንጃ,(n) noun,noun,none
patient,ጠባይ,(n) noun,noun,none
"operate, do",ጠብሐ,(v) verb,verb,none
"cause, reason",ጠንቂ,(n) noun,noun,none
cause,ጠንቂ ኮነ,(v) verb,verb,none
"turn, twist",ጠወየ,(v) verb,verb,none
"recover, be restored,return",ጠዓየ,(v) verb,verb,none
"park, dock",ጠጠ ኣበለ,(v) verb,verb,none
"upright, standing",ጠጠው,(adv) adverb,adverb,none
"stop, pause, cease",ጠጠው በለ,(v) verb,verb,none
"push, shove, jostle",ጠጠዐ,(v) verb,verb,none
"bud, pimple",ጠጥዒ,(n) noun,noun,none
"disappear, vanish",ጠፍአ,(v) verb,verb,none
breast,ጡብ,(n) noun,noun,none
"cotton, wool",ጡጥ,(n) noun,noun,none
thicket,ጣሻ,(n) noun,noun,none
thick fog,ጣቓ,(n) noun,noun,none
applause,ጣቕዒት,(n) noun,noun,none
"taste, luxury",ጣዐሚ,(n) noun,noun,none
"regret, remorse",ጣዕሳ,(n) noun,noun,none
goat,ጤል,(n) noun,noun,none
grasshopper,ጤል ኣደይ ማርያም,(n) noun,noun,none
"tie, bunch, bouquet",ጥማር,(an) adjective noun,adjective,noun-derived
"gross, crude, rude, crass",ጥረ,(a) adjective,adjective,none
"trumpet, trumpeter",ጥሩምባ,(n) noun,noun,none
"merely, only",ጥራይ,(adv) adverb,adverb,none
"undress, strip -",ጥርሑ ኣውጽኦ,(v) verb,verb,none
undress oneself,ጥርሕ ወጽአ,(v) verb,verb,none
"bottle, flask",ጥርሙዝ,(n) noun,noun,none
ink-well,ጥርሙዝ ቀለም,(n) noun,noun,none
helmet,ጥርቡሽ,(n) noun,noun,none
"complaint, objection",ጥርዓን,(n) noun,noun,none
"stiff, straight",ጥርዙዝ,(a) adjective,adjective,none
crest,ጥርዚ,(n) noun,noun,none
suspect,ጥርጡር,(v) verb,verb,none
"doubt, suspicion",ጥርጥር,(n) noun,noun,none
"retreat, retirement",ጥሮታ,(n) noun,noun,none
"(adv n) vicinity, near, close",ጥቓ,(uncategorized) Uncategorized,uncategorized,none
"package, pack,",ጥቕላል ባኮ,(n) noun,noun,none
crisis,ጥቕዓት,(n) noun,noun,none
"artist, dexterous",ጥበበኛ,(n) noun,noun,none
"artistic, able",ጥበባዊ,(a) adjective,adjective,none
"art, ability",ጥበብ,(n) noun,noun,none
attentive,ጥንቁቕ,(a) adjective,adjective,none
"carefulness, prudence,attention, precaution",ጥንቃቐ,(n) noun,noun,none
